present,conjunction
-21.03252,2.790884,-1.731888,green,cube
-10.49381,3.429684,-1.221571,green,cube
5.288956,-10.68801,0.9439507,green,cube
-7.392606,11.85545,-14.52168,green,cube
8.094775,16.58133,-22.2205,green,cube
-11.41445,-1.557144,-5.297438,green,cube
-1.528057,3.778324,24.42374,green,cube
10.70149,6.596255,-2.282837,green,cube
-14.50799,-1.030436,20.17699,green,cube
17.13008,15.28402,-11.07412,green,cube
-20.60174,-19.41474,0.3378239,green,cube
2.094236,17.77805,-10.16845,green,cube
19.9734,-18.13376,8.7358,green,cube
15.14713,-22.80481,2.119991,green,cube
-2.880726,22.93741,-13.93586,green,cube
17.68545,-9.796467,18.5071,green,cube
-4.583267,17.76451,-1.076761,green,cube
0.6552067,4.320774,-10.77432,green,cube
-17.89179,-6.243959,2.92584,green,cube
11.69929,24.52785,16.5297,green,cube
-21.95972,-0.3568077,7.177799,green,cube
15.58157,8.866797,-15.67195,green,cube
-9.922382,4.23477,13.92866,green,cube
6.455235,22.58149,-2.496031,green,cube
-20.55763,3.195063,13.24384,green,cube
-11.26399,5.381403,3.536467,green,cube
8.760756,17.38488,-3.637127,green,cube
-3.769615,-18.33846,19.99109,green,cube
-4.946581,-13.22585,-16.43318,green,cube
18.18696,22.44015,17.22633,green,cube
-20.37632,-10.81307,11.63415,green,cube
16.95115,24.37865,-1.382736,green,cube
-18.42498,0.8741894,17.45819,green,cube
-17.91832,-16.28581,-21.45559,green,cube
-3.712723,17.24302,7.181281,green,cube
7.234787,-7.027409,6.054184,green,cube
-19.98498,18.05657,-15.92788,green,cube
1.459936,-24.06075,8.043432,green,cube
18.92163,15.91067,-13.44086,green,cube
23.38063,9.382301,0.8319893,green,cube
-7.345017,18.96523,-5.026093,green,cube
-1.25536,20.99317,-22.72961,green,cube
18.21142,15.80932,-12.32031,green,cube
23.53389,11.88592,-23.45193,green,cube
19.93214,4.859539,13.38526,green,cube
8.895199,16.51163,-15.41213,green,cube
-19.58559,-22.65416,-7.833317,green,cube
-7.32946,23.87651,12.66519,green,cube
3.276495,14.07506,-0.4916935,green,cube
-13.94913,-0.1121368,17.88474,green,cube
2.003363,1.707438,18.32318,green,cube
-24.57692,-2.537642,-4.653952,green,cube
7.212799,-21.10854,22.51057,green,cube
24.34019,24.26493,-20.05971,green,cube
20.61722,6.343668,-13.40902,green,cube
-11.94572,-4.691652,7.190859,green,cube
10.24735,-7.364384,-3.249279,green,cube
-4.480806,-17.50791,-22.10311,green,cube
3.082546,3.076033,-3.648964,green,cube
0.5879364,-23.08463,-18.24817,green,cube
9.361708,-4.153427,-8.591572,green,cube
11.54355,-18.65079,3.809437,green,cube
-6.442503,0.6984138,5.33779,green,cube
1.891275,7.933658,0.6537704,green,cube
-4.712692,-7.068893,8.672046,green,cube
-16.40056,0.3387775,9.593355,green,cube
-18.32141,23.73179,-23.98278,green,cube
-11.92513,-1.10561,-22.89128,green,cube
-7.768611,-8.442601,-22.53188,green,cube
14.96606,7.436114,5.932739,green,cube
0.1560783,15.66829,16.85854,green,cube
19.48304,-8.738461,-22.72963,green,cube
-21.63797,11.00158,-5.302509,green,cube
1.178917,8.352035,-24.32969,green,cube
-6.624857,-5.062447,14.85301,green,cube
-5.860802,-6.944523,-3.16176,green,cube
-0.8847275,20.13474,-21.49082,green,cube
-10.21882,7.337707,-11.74411,green,cube
13.82194,-8.648464,21.14435,green,cube
-11.69968,11.61948,-16.20643,green,cube
11.74942,-21.98512,2.634235,green,cube
21.30989,4.176924,14.06553,green,cube
-10.54784,23.18634,11.39081,green,cube
-5.021158,-14.10682,20.55939,green,cube
22.91961,-19.661,12.26073,green,cube
5.805305,6.335037,11.15564,green,cube
-23.36395,8.725219,-4.388948,green,cube
-11.20561,0.7635269,-8.398417,green,cube
-16.89619,-11.48449,-10.52885,green,cube
-0.9015522,-20.82207,-16.24519,green,cube
2.568249,-6.723843,-23.40435,green,cube
22.97999,-7.180778,11.72722,green,cube
-22.09979,24.47562,-4.692307,green,cube
10.70272,-15.38264,16.09028,green,cube
-20.60111,-21.74739,-5.842134,green,cube
3.184519,14.91756,-5.68721,green,cube
-22.68246,20.3922,7.063847,green,cube
12.30463,17.7379,21.41681,green,cube
-4.753061,24.87571,16.7356,green,cube
-6.381277,-18.89014,-6.1075,green,cube
2.72896,-24.39655,-4.755201,green,sphere
-0.2745247,10.38581,10.96828,green,sphere
-12.14336,-12.97462,22.12082,green,sphere
13.36542,11.49932,2.515217,green,sphere
3.297005,11.84488,15.4198,green,sphere
11.22747,12.81694,-10.13705,green,sphere
-7.657752,-24.71839,-19.02269,green,sphere
14.32832,-3.094473,0.6031475,green,sphere
20.70259,3.103998,2.924147,green,sphere
-4.17811,-7.006947,7.955657,green,sphere
0.7683659,7.342826,-23.64785,green,sphere
2.767405,9.931873,9.57753,green,sphere
8.364432,11.40234,-18.19997,green,sphere
-11.21061,-10.70395,1.561018,green,sphere
-0.5788288,-23.19566,-2.891211,green,sphere
9.138916,11.18168,-14.79305,green,sphere
16.60028,-1.048132,-22.84089,green,sphere
21.6367,-22.35711,0.9628448,green,sphere
-11.2393,18.63379,-23.77002,green,sphere
15.29136,7.141185,-10.26634,green,sphere
-0.7574883,14.5989,-19.80052,red,sphere
8.273911,-11.92892,0.9569607,red,sphere
20.1189,-16.56816,7.379794,red,sphere
-0.04542732,-0.8289547,-19.20155,red,sphere
-14.99756,-18.91318,15.12531,red,sphere
16.26247,-4.336748,-22.56519,red,sphere
-8.740906,22.82463,-10.9854,red,sphere
-2.757225,11.45333,5.81601,red,sphere
24.18248,0.6095314,-13.5142,red,sphere
9.527057,24.76876,-5.69838,red,sphere
-16.95065,17.3946,5.796722,red,cube
